epoch,train_loss,train_acc,val_loss,val_acc
1,2.2377289803915246,0.6845107503290917,0.34381786078708815,0.8785714285714286
2,0.3154853919243907,0.8859148749451514,0.24845296632194397,0.9346938775510204
3,0.20028246323912746,0.9280386134269416,0.16749374384094431,0.9387755102040817
4,0.16716121785063173,0.9385695480473892,0.07616316487385899,0.976530612244898
5,0.09469177509433688,0.9657744624835454,0.07648418456124044,0.9816326530612245
6,0.09346375589885436,0.9666520403685828,0.16155295656631746,0.9510204081632653
7,0.09646339785755531,0.9657744624835454,0.05860158691684031,0.9806122448979592
8,0.06136724168492768,0.9806932865291794,0.06511086467304564,0.976530612244898
9,0.040097174230189894,0.9863975427819219,0.06033074614243811,0.9826530612244898
10,0.048282905438438405,0.9824484422992541,0.03006854695624349,0.9887755102040816
11,0.05550538954546102,0.9820096533567354,0.12128642844202804,0.9571428571428572
12,0.060271633981828,0.9784993418165863,0.0553432002416898,0.9836734693877551
13,0.06556631473700969,0.976305397103993,0.10416525078555275,0.9775510204081632
14,0.052853917228174896,0.985081175954366,0.05048143807996832,0.9877551020408163
15,0.016123200624096425,0.9942957437472576,0.14722343994681097,0.9785714285714285
16,0.04677350581437676,0.9859587538394032,0.13536517173392987,0.9714285714285714
17,0.0692708222893283,0.9784993418165863,0.12815974757770016,0.9683673469387755
18,0.12056676967019651,0.9609477841158403,0.09616888293540443,0.9734693877551021
19,0.03123548079139834,0.9885914874945151,0.0583287204153535,0.9857142857142858
20,0.045319567807999526,0.9855199648968846,0.040459302306627025,0.9877551020408163
21,0.019064611486832164,0.9925405879771829,0.03004113672202238,0.9938775510204082
22,0.025252924513843315,0.9907854322071084,0.052682360776400726,0.9826530612244898
23,0.02642604445825526,0.9916630100921456,0.08178966035664585,0.9734693877551021
24,0.080481793062893,0.9732338745063625,0.05732530111331749,0.9816326530612245
25,0.074784330065808,0.9828872312417727,0.04598186416147557,0.9897959183673469
26,0.05829105716141063,0.9820096533567354,0.0423231321658143,0.986734693877551
27,0.037261493428803964,0.9855199648968846,0.04431852461897763,0.9887755102040816
28,0.027139432652280904,0.9903466432645898,0.06640172554391431,0.9877551020408163
29,0.06300520517680665,0.9771829749890303,0.04766899205000374,0.9806122448979592
30,0.038030032426471926,0.9846423870118473,0.04712958741375768,0.9908163265306122
31,0.013813552017167975,0.9938569548047389,0.09099208603190259,0.9846938775510204
32,0.07017456140870186,0.9811320754716981,0.038219785090970564,0.986734693877551
33,0.0508191954302011,0.9828872312417727,0.0524623991034955,0.9887755102040816
34,0.030345523413622153,0.9899078543220711,0.027137909143353955,0.9918367346938776
35,0.035107923579656045,0.9899078543220711,0.03800285658988338,0.9928571428571429
36,0.028620432164908303,0.9903466432645898,0.07154202099638313,0.9887755102040816
37,0.04176498202182176,0.985081175954366,0.08596254020902015,0.976530612244898
38,0.05942365955422457,0.9806932865291794,0.025145319626262232,0.9887755102040816
39,0.020828934079882032,0.9916630100921456,0.04328191386030653,0.9897959183673469
40,0.032308001432467245,0.9881526985519965,0.09393525274852399,0.9887755102040816
41,0.015696966371688208,0.9934181658622203,0.04087584341917739,0.9908163265306122
42,0.03974164751353835,0.985081175954366,0.08107724318542008,0.9816326530612245
43,0.11908895266456869,0.9618253620008775,0.4031341746111807,0.8979591836734694
44,0.1970372410289234,0.9368143922773147,0.15203668274821674,0.9469387755102041
45,0.061465737902317824,0.9802544975866608,0.059592846315205616,0.9836734693877551
46,0.05496241791012806,0.9863975427819219,0.07347177891154258,0.9826530612244898
47,0.03002868717619951,0.9881526985519965,0.039615741220151615,0.9887755102040816
48,0.016487197794580848,0.9964896884598509,0.017626084398453916,0.9938775510204082
49,0.012907816214219697,0.9956121105748135,0.027603047041624695,0.986734693877551
50,0.0890768363650115,0.9732338745063625,0.20275409094646588,0.9469387755102041
51,0.09080727425203244,0.9662132514260641,0.07343336559991116,0.9785714285714285
52,0.1250832370364284,0.9591926283457657,0.07610643031491168,0.9744897959183674
53,0.08462755394468763,0.9688459850811759,0.051965393759412705,0.986734693877551
54,0.03601135100193482,0.9842035980693287,0.09090772283646828,0.9785714285714285
55,0.030962509667451458,0.9885914874945151,0.024497205696161473,0.9918367346938776
56,0.015678471774052606,0.9956121105748135,0.03665357613569948,0.9908163265306122
